N,ID_PR,ASL,RAGIONE SOCIALE,PARTITA IVA,NOME PRESIDIO,DECRETI,TIPO DI PROVVEDIMENTO,INDIRIZZO,COMUNE,CAP,Latitude,Longitude
727,497,108 RM/H,CENTRO ITALIANO DI SOLIDARIETÀ DON MARIO PICCHI,02151521008,"CE.I.S. DON MARIO PICCHI ""S.CARLO-S.FRANCESCA ROMANA""",U00287/13,DECRETO DI ACCREDITAMENTO,Via Alessandro Volta 2,MARINO,00047,44.7864466,10.8817219
315,1873,108 RM/H,CENTRO RADIODIAGNOSTICO PROF.F.GIANCOTTI,04930141009,CENTRO RADIODIAGNOSTICO PROF.F.GIANCOTTI,U00247/12,DECRETO DI ACCREDITAMENTO,via bad pyrmont 2,ANZIO,00042,41.45284700000001,12.634015
831,410,108 RM/H,ALLIANCE MEDICAL DIAGNOSTIC S.R.L.,02846000616,Centro Ricerche Cliniche S.r.l.,"U00313/12
U00058/13
U00280/14",DECRETO DI ACCREDITAMENTO,Via Cicerone 15,POMEZIA,00040,41.667403,12.496333
14,1289,108 RM/H,CINTHIANUM LABAC SRL,01320451006,CINTHIANUM LABAC S.R.L.,U00196/12,DECRETO DI ACCREDITAMENTO,"VIA ANTONIO GRAMSCI, 7",GENZANO DI ROMA,00045,41.7074882,12.6883827
257,1120,108 RM/H,COL.NAV.SRL,1.0241781003E10,SRSR  VILLA NOVA,"U00064/13
U00051/14",DECRETO DI ACCREDITAMENTO,"VIA GIUSEPPE GARIBALDI,337",LARIANO,00040,41.7122465,12.8430223
758,1236,108 RM/H,COOPERATIVA SOCIALE RAYMOND GLEDHILL ONLUS,05910831006,SRTRE RAYMOND GLEDHILL AL COLLE,U00132/13,DECRETO DI ACCREDITAMENTO,VIA COLLE CAVALIERI 32,LANUVIO,00040,41.658881,12.69106
801,1002,108 RM/H,COOPERATIVA SOCIALE RAYMOND GLEDHILL ONLUS,05910831006,SRTRE RAYMOND GLEDHILL,"U00131/13
U00494/13",DECRETO DI ACCREDITAMENTO,VIA CESARE COLIZZA 56A,MARINO,00047,41.771424,12.6516075
348,932,108 RM/H,CORILAB S.R.L.,01263161000,CORILAB SRL,U00220/12,DECRETO DI ACCREDITAMENTO,via duca d'aosta 8,FRASCATI,00044,41.8075062,12.6782935
587,1065,108 RM/H,DI.FI. S.R.L.,01428781007,DI.FI. S.R.L.,U00198/12,DECRETO DI ACCREDITAMENTO,"Via Maroncelli, 19",POMEZIA,00040,41.6668019,12.501395
272,1403,108 RM/H,DIAGNOSTICA GAMMA S.R.L.,01121551004,DIAGNOSTICA GAMMA S.R.L.,"U00293/12
U00137/14",DECRETO DI ACCREDITAMENTO,"Via delle Sorgenti, 90",GROTTAFERRATA,00046,41.7824745,12.682399
281,1495,108 RM/H,DIAMANTI S.R.L.,01750851006,LABORATORIO ANALISI CLINICHE DI BASE,U00279/12,DECRETO DI ACCREDITAMENTO,"Scalinata Pompeo Magno, 4",ARICCIA,00040,41.7202212,12.6787706
849,785,108 RM/H,EULAB SRL,01316431004,EULAB SRL,U00263/14,DECRETO DI ACCREDITAMENTO,corso Giacomo Matteotti 4,ALBANO LAZIALE,00041,41.730451,12.6566672
945,187,108 RM/H,EUNOS SAS DI FABI SILVIO,06396681006,EUNOS SAS DI FABI SILVIO &,U00485/13,DECRETO DI ACCREDITAMENTO,VIA NAPOLI  221,LARIANO,00040,41.7389474,12.8478692
229,594,108 RM/H,GABINETTO ANALISI CLINICHE E BATTERIOLOGICHE TIRRENO SRL,01194831002,STRUTTURA AMBULATORIALE GABINETTO ANALISI CLINICHE E BATTERIOLOGICHE TIRRENO SRL,U00195/12,DECRETO DI ACCREDITAMENTO,"via Romana, Galleria Lumaca,47",NETTUNO,00048,41.4577305,12.6654914
487,457,108 RM/H,GNOSIS COOPERATIVA SOCIALE ONLUS,03919071005,GNOSIS CASTELLUCCIA,U00057/13,DECRETO DI ACCREDITAMENTO,Via Boville 1,MARINO,00047,41.74358,12.61361
488,462,108 RM/H,GNOSIS COOPERATIVA SOCIALE ONLUS,03919071005,LA GRANDE MONTAGNA,"U00060/13
U00014/14",DECRETO DI ACCREDITAMENTO,"Via Arturo Toscanini,17",MARINO,00047,41.755583,12.6403901
824,745MP,108 RM/H,ISTITUTO NEUROTRAUMATOLOGICO ITALIANO SPA,01009381003,CASA DI CURA INI GROTTAFERRATA RIABILITAZIONE - AMBULATORIALE,"U00204/13
U00387/13",DECRETO DI ACCREDITAMENTO,via di S. Anna snc,GROTTAFERRATA,00046,41.7865663,12.6735914
212,296,108 RM/H,ITALCLINICHE S.R.L.,04935041006,CASA DEGLI ANGELI CUSTODI,"U00322/13
U00070/14",DECRETO DI ACCREDITAMENTO,Via Antonio Gramsci n. 65,NETTUNO,00048,41.456173,12.6517344
353,321,108 RM/H,ITALCLINICHE S.R.L.,04935041006,VILLA GAIA,U00319/13,DECRETO DI ACCREDITAMENTO,Via Antonio Gramsci n. 77,NETTUNO,00048,41.4558534,12.6505788
322,1228,108 RM/H,ALLIANCE MEDICAL DIAGNOSTIC S.R.L.,02846000616,PRESIDIO1,"U00291/12
U00345/14",DECRETO DI ACCREDITAMENTO,Via Petrarca 35,POMEZIA,00040,41.674383,12.501163
414,2488,108 RM/H,LA TERESIANA SRL,04972591004,LA TERESIANA,U00409/13,DECRETO DI ACCREDITAMENTO,P.za Santa Teresa 6,ANZIO,00042,41.45330999999999,12.6247969
477,330,108 RM/H,LABORATORIO CASELLA SRL,01328981004,STRUTTURA AMBULATORIALE LABORATORIO CASELLA SRL,U00161/12,DECRETO DI ACCREDITAMENTO,Viale I° Maggio 110,GROTTAFERRATA,00046,41.7861701,12.6701352
470,247,108 RM/H,LABORATORIO DOTT.GUIDO BUGLIOSI SRL,01529821009,LABORATORIO DOTT. GUIDO BUGLIOSI SRL,U00201/12,DECRETO DI ACCREDITAMENTO,Via Olivella 14,ALBANO LAZIALE,00041,41.7310118,12.655182
556,1628,108 RM/H,LOB S.R.L.,04963731007,S.R.T.R. VILLA COSTANZA,U00303/14,DECRETO DI ACCREDITAMENTO,VIA BELMONTE 74,ROCCA PRIORA,00040,41.7850995,12.7584643
109,751,108 RM/H,MA.FE SRL IL FILO DI PENELOPE,1.0502021008E10,MA.FE SRL IL FILO DI PENELOPE,"U00059/13
U00234/14
U00296/14",DECRETO DI ACCREDITAMENTO,Via delle rose 16,LARIANO,00040,41.7150729,12.835998
210,257,108 RM/H,MEDILAB SRL,04289821003,STRUTTURA AMBULATORIALE - MEDILAB SRL,U00292/12,DECRETO DI ACCREDITAMENTO,VIA SAN FRANCESCO D'ASSISI 58,CIAMPINO,00043,41.8026476,12.5972688
275,1418,108 RM/H,ORTOCHINESIS SRL,01493731002,ORTOCHINESIS  S.R.L.,U00026/13,DECRETO DI ACCREDITAMENTO,"VIA DELLA FOLGARELLA, 49",CIAMPINO,00043,41.8035102,12.5970978
124,67,108 RM/H,OSPEDALE REGINA APOSTOLORUM,05195071005,OSPEDALE REGINA APOSTOLORUM,U00407/14,DECRETO DI ACCREDITAMENTO,Via San Francesco nr. 50,ALBANO LAZIALE,00041,41.73096470000001,12.6638227
571,1938,108 RM/H,ALLIANCE MEDICAL DIAGNOSTIC S.R.L.,02846000616,Po.Med. S.r.l.,"U00336/12
U00298/13
U00281/14",DECRETO DI ACCREDITAMENTO,via pontina vecchia Km 10,POMEZIA,00040,41.6693373,12.5023439
199,98,108 RM/H,POLIGEST SPA,04403781000,CASA DI CURA VILLA DELLE QUERCE (R),U00191/13,DECRETO DI ACCREDITAMENTO,via delle vigne 19,NEMI,00040,41.7123125,12.7169746
504,741,108 RM/H,PROVINCIA ITALIANA DEI PRETI DEL SACRO CUORE DI GESÙ DI BÉTHARRAM,00624500138,CASA FAMIGLIA VILLA DEL PINO,U00358/14,DECRETO DI ACCREDITAMENTO,Via S. Antonino 2,MONTE PORZIO CATONE,00040,41.8186,12.71146
969,420,108 RM/H,PROVINCIA ROMANA ORDINE CHIERICI REGOLARI MINISTRI DEGLI INFERMI,00999531007,CENTRO DI RIABILITAZIONE VILLAGGIO EUGENIO LITTA,"U00309/13
U00392/14",DECRETO DI ACCREDITAMENTO,"Via Anagnina, 13",GROTTAFERRATA,00046,41.7996499,12.6447607
126,1118,108 RM/H,RADIOMEDICA S.R.L.,01908501008,RADIOMEDICA S.R.L.,U00197/12,DECRETO DI ACCREDITAMENTO,via francesco baracca 5,CIAMPINO,00043,41.8002094,12.5992245
839,605,108 RM/H,RICERCHE BIOLOGICHE DELLA VALLE AURORA S.R.L.,04553941008,RICERCHE BIOLOGICHE DELLA VALLE AURORA S.R.L.,U00259/12,DECRETO DI ACCREDITAMENTO,"VIA GRAN BRETAGNA, 32",POMEZIA,00040,41.62086499999999,12.465022
2,1137,108 RM/H,SALUS SRL,02921370587,STRUTTURA AMBULATORIALE SALUS S.R.L.,U00250/12,DECRETO DI ACCREDITAMENTO,via G. Matteotti 52,GENZANO DI ROMA,00045,41.7044413,12.6941237
939,2539,108 RM/H,SAN RAFFAELE SPA,08253151008,CASA DI CURA - HOSPICE - RSA SAN RAFFAELE MONTECOMPATRI,"U00108/11
U00268/14",DECRETO DI ACCREDITAMENTO,Via S. Silvestro 67,MONTECOMPATRI,00040,41.8054157,12.7370884
36,1725,108 RM/H,STUDIO MEDICO RISORGIMENTO S.M.R. S.R.L.,01015201005,STUDIO MEDICO RISORGIMENTO SMR S.R.L.,U00194/14,DECRETO DI ACCREDITAMENTO,"Via Cisternole, 12",FRASCATI,00044,41.8224205,12.6791699
693,1220,108 RM/H,STUDIO RADIOLOGICO CATARINACCI S.R.L.,04677931000,STUDIO RADIOLOGICO CATARINACCI S.R.L.,U00194/12,DECRETO DI ACCREDITAMENTO,VIA S. FRANCESCO D'ASSISI 77,CIAMPINO,00043,41.802273,12.597833
112,780,108 RM/H,VILLA MONIA S.R.L - VILLA MONIA,1.0429421E10,VILLA MONIA,U00229/13,DECRETO DI ACCREDITAMENTO,Via Collepicchione 71/a,MARINO,00047,41.7516056,12.6316378
1040,4838,108 RM/H,ASSOHANDICAP ONLUS,02146781006,RSA IL TETTO *2,"U00259/13
U00105/14",DECRETO DI ACCREDITAMENTO,"Via Pietro Nenni, 16",MARINO,00047,41.7732806,12.6674983
1041,5900,108 RM/H,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI FIGLI DELL'IMMACOLATA CONCEZIONE,00988411005,RSA IL PIGNETO *2,U00240/13,DECRETO DI ACCREDITAMENTO,Via di Cori 18,VELLETRI,00049,41.69301,12.78999
1042,5718,108 RM/H,SIAR SOCIETÀ COOPERATIVA SOCIALE A R.L.,05384621008,RSA SACRO CUORE *2,U00260/13,DECRETO DI ACCREDITAMENTO,"Via San Lorenzo, 12",LANUVIO,00040,41.678114,12.699868
453,1013,109 VITERBO,ASSOCIAZIONE AIRRI MEDICAL,08510611000,AIRRI CENTRO VITERBESE DI RIABILITAZIONE,U00179/13,DECRETO DI ACCREDITAMENTO,"via Carlo Cattaneo,46/T",VITERBO,01100,42.41258610000001,12.1176158
338,162,109 VITERBO,ASSOCIAZIONE COMUNITÀ MONDO NUOVO ONLUS,04381271008,VILLA PARADISO,U00196/14,DECRETO DI ACCREDITAMENTO,S.P. Litoranea Km. 1 750,TARQUINIA,01016,42.25418459999999,11.7575684
478,339,109 VITERBO,CENTRO DI SOLIDARIETÀ CE.I.S. 'S.CRISPINO' DI VITERBO,9.0005460564E10,COMUNITA' ACCOGLIENZA SEMIRESIDENZIALE,U00290/14,DECRETO DI REVOCA,Via del Collegio n°2,VITERBO,01100,42.4168519,12.1068395
597,160,109 VITERBO,ASSOCIAZIONE COMUNITÀ MONDO NUOVO ONLUS,04381271008,COLLE SPERANZA,U00172/14,DECRETO DI ACCREDITAMENTO,S.S. Aurelia bis Km. 3 841,TARQUINIA,01016,42.25418459999999,11.7575684
462,154,109 VITERBO,ASSOCIAZIONE COMUNITÀ MONDO NUOVO ONLUS,04381271008,VILLA CIULEPI,U00291/14,DECRETO DI ACCREDITAMENTO,S.S. Aurelia bis Km. 10 900,MONTE ROMANO,01010,42.2681023,11.8984212
829,379,109 VITERBO,CENTRO DI SOLIDARIETÀ CE.I.S. 'S.CRISPINO' DI VITERBO,9.0005460564E10,COMUNITA' TERAPEUTICA RESIDENZIALE PALANZANA,U00074/14,DECRETO DI ACCREDITAMENTO,STRADA PALANZANA N°15,VITERBO,01100,42.41683,12.13227
962,372,109 VITERBO,CENTRO DI SOLIDARIETÀ CE.I.S. 'S.CRISPINO' DI VITERBO,9.0005460564E10,COMUNITA' TERAPEUTICA RESIDENZIALE LA QUERCIA,U00066/14,DECRETO DI ACCREDITAMENTO,strada Acquabianca n°7,VITERBO,01100,42.4399903,12.1381053
135,1278,109 VITERBO,CONGREGAZIONE BENEDETTINA SUORE RIPARATRICI DEL SANTO VOLTO DI N.S.G.C.,01338940560,R.S.A. L'ASSUNTA -BASSANO ROMANO,U00491/13,DECRETO DI ACCREDITAMENTO,"Via dei Cappuccini, 1",BASSANO ROMANO,01030,42.224479,12.186094
865,64,109 VITERBO,COTRAD COOPERATIVA SOCIALE ONLUS,01171621004,PRESIDIO DIPENDENZE (LOC. POGGIO RENA - MONTEFIASCONE),U00099/14,DECRETO DI ACCREDITAMENTO,"Via Primie, 5 ",MONTEFIASCONE,01027,42.539055,12.039633
400,1165,109 VITERBO,EMATOLOGICO VITERBESE DI ROSELLINI V. & C. S.N.C.,00198910564,EMATOLOGICO VITERBESE,"U00203/12
U00177/13
U00190/13",DECRETO DI ACCREDITAMENTO,VIA GENOVA 36,VITERBO,01100,42.4214858,12.1115084
828,378,109 VITERBO,ETRURIA LAB SAS DI BRECCIA CARLO MARIA,01625970569,ETRURIA LAB SAS DI BRECCIA CARLO MARIA,"U00207/12
U00400/14",DECRETO DI ACCREDITAMENTO,Via delle Croci n.49,TARQUINIA,01016,42.2511046,11.7610047
580,994,109 VITERBO,GRUPPO IPPOCRATE SRL,02078460561,LABORATORIO ANALISI CLINICHE,"U00229/12
U00121/14
U00393/14",DECRETO DI ACCREDITAMENTO,VIA DEL CASALETTO 5,CIVITA CASTELLANA,01033,42.296451,12.408736
227,543,109 VITERBO,GRUPPO RO.RI. S.R.L.,01565461009,CASA DI CURA NUOVA SANTA TERESA,U00262/14,DECRETO DI ACCREDITAMENTO,"strada provinciale tuscanese km 1,7",NEPI,01100,,
733,651,109 VITERBO,LABORATORIO SAN FAUSTINO  S.R.L.,00167020569,LABORATORIO SAN FAUSTINO SRL,"U00268/12
U00069/14",DECRETO DI ACCREDITAMENTO,PIAZZA SAN FRANCESCO 2,VITERBO,01100,42.42218,12.10613
296,1623,109 VITERBO,LOB S.R.L.,04963731007,RSA VILLA BENEDETTA,"U00277/14
U00396/14",DECRETO DI ACCREDITAMENTO,VIA S. BARBARA 03,VITERBO,01100,42.4315842,12.1063001
369,622,109 VITERBO,MONTALTO CHECK-UP S.R.L.,00322730565,MONTALTO CHECK-UP SRL,U00278/12,DECRETO DI ACCREDITAMENTO,S.S. 312 CASTRENSE snc,MONTALTO DI CASTRO,01014,42.3515659,11.6070098
749,87,109 VITERBO,POLIAMBULATORIO MEDICO SPECIALISTICO DEL DOTT. RODOLFO MANZI E C. S.R.L.,00142400563,STRUTTURA AMBULATORIALE POLIAMBULATORIO MEDICO SPECIALISTICO DEL DOTT. RODOLFO MANZI E C. SRL,U00355/13,DECRETO DI ACCREDITAMENTO,"Via Verentana, 20",MONTEFIASCONE,01027,42.5393614,12.0336531
363,505,109 VITERBO,PROVINCIA ITALIANA CONGREGAZIONE DELLE SUORE OSPITALIERE DEL SACRO CUORE DI GESU',01045701008,RSA VILLA ROSA - RESI PSOCH - EMER - LAB. ANALISI - CURE PALL -RADIOL - ELETTROEN - AMBU - A.D.I. - VISITE SPEC/ESAMI STRUI -RSA,U00256/14,DECRETO DI ACCREDITAMENTO,VIALE FRANCESCO BARACCA 21,VITERBO,01100,42.4263158,12.107469
680,1795,109 VITERBO,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI FIGLI DELL'IMMACOLATA CONCEZIONE,00988411005,RSA PADRE LUIGI MONTI MONTEFIASCONE,U00030/14,DECRETO DI ACCREDITAMENTO,"Via Bertina, 15",MONTEFIASCONE,01027,42.54287799999999,12.029197
932,2459,109 VITERBO,PROVINCIA ROMANA ORDINE CHIERICI REGOLARI MINISTRI DEGLI INFERMI,00999531007,COMPLESSO SOCIO SANITARIO OSPEDALIERO VILLA IMMACOLATA - RSA,U00181/14,DECRETO DI ACCREDITAMENTO,strada Sammartinese 65/a,VITERBO,01100,42.3741668,12.1248753
1054,2459,109 VITERBO,PROVINCIA ROMANA ORDINE CHIERICI REGOLARI MINISTRI DEGLI INFERMI,00999531007,CENTRO RIABILITATIVO VILLA IMMACOLATA (EX-ART 26),U00180/14,DECRETO DI ACCREDITAMENTO,Via Martiri di Via Fani,CAPRANICA,01012,42.25786799999999,12.164881
667,1515,109 VITERBO,RADIOLIGIA PROF. LUIGI CIARPAGLINI S.A.S. DI GIOVANNA GUALDI,00616280566,RADIOLIGIA PROF. LUIGI CIARPAGLINI S.A.S. DI GIOVANNA GUALDI,U00269/12,DECRETO DI ACCREDITAMENTO,"via G. Matteotti,38",VITERBO,01100,42.4207888,12.1069527
708,223,109 VITERBO,RESIDENZA CIMINA S.R.L.,01687800563,RESIDENZA CIMINA,U00088/14,DECRETO DI ACCREDITAMENTO,Via dell'Ospedale 2,RONCIGLIONE,01030,42.291847,12.212618
906,1701,109 VITERBO,SAN RAFFAELE SPA,08253151008,CENTRO DI RIABILITAZIONE VILLA BUON RESPIRO,U00249/14,DECRETO DI ACCREDITAMENTO,Strada Filante 16 ,VITERBO,01100,42.39794,12.10725
377,686,109 VITERBO,NUOVO ARCOBALENO S.R.L.,05878431005,RSA SORRENTINO (RSA VILLA ANNA) - NUOVA ARCOBALENO,U00335/14,DECRETO DI ACCREDITAMENTO,"Via Falisca, 21",FALERIA,01030,42.23011,12.45028
640,95,109 VITERBO,SERENISSIMA S.R.L.,01324660560,MYOSOTIS,U00484/13,DECRETO DI ACCREDITAMENTO,Via Verga snc,BOMARZO,01020,42.48672,12.2502796
240,684,109 VITERBO,STUDIO DI TERAPIA FISICA PROF. VITO CALAMITA DEL DOTT. MINELLI COSTANTINO & C. S.A.S.,00615280567,STUDIO DI TERAPIA FISICA PROF.VITO CALAMITA DEL DOTT. MINELLI COSTANTINO & C. S.A.S.,U00471/12,DECRETO DI ACCREDITAMENTO,piazza san francesco 2,VITERBO,01100,42.42218,12.10613
18,1347,109 VITERBO,STUDIO MEDICO ANALISTA DR VICINI SRL,00323460568,STUDIO MEDICO ANALISTA DR VICINI S.R.L.,U00441/12,DECRETO DI ACCREDITAMENTO,SS Cassia KM 67.300,VETRALLA,01019,42.318861,12.058817
154,1530,109 VITERBO,STUDIO RADIOLOGICO E TERAPIA FISICA QUADRANI DI QUADRANI GRAZIA E C. SAS,00617430566,STUDIO RADIOLOGICO E TERAPIA FISICA QUADRANI DI QUADRANI GRAZIA E C. SAS,U00270/12,DECRETO DI ACCREDITAMENTO,"Via Fratelli Rosselli,2",VITERBO,01100,42.4211036,12.1083258
782,1630,109 VITERBO,VILLA SERENA SRL,01767040569,RSA VILLA SERENA,U00029/14,DECRETO DI ACCREDITAMENTO,S.S. Cassia Km 103,MONTEFIASCONE,01027,42.5402375,12.0337914
715,915,110 RIETI,ANALISI CLINICHE O' BIOS SRL,00825120579,ANALISI CLINICHE O' BIOS SRL,"U00091/13
U00303/13",DECRETO DI ACCREDITAMENTO,"VIA SALARIA KM. 53,00",POGGIO MOIANO,02030,42.2030175,12.875237
618,584,110 RIETI,ASSOCIAZIONE COMUNITÀ EMMANUEL ONLUS,04107220750,"ASS. COMUNITÀ EMMANUEL ONLUS, CT. R. BLASETTI",U00447/13,DECRETO DI ACCREDITAMENTO,via cese 12,RIETI,02100,42.44032,12.82037
722,403,110 RIETI,LABORATORIO ANALISI CLINICHE 'S.ANASTASIA' S.R.L.,00878110576,LABORATORIO ANALISI CLINICHE S.ANASTASIA S.R.L.,U00087/13,DECRETO DI ACCREDITAMENTO,viale Elia Micangeli n. 22,BORGOROSE,02021,42.1927685,13.235852
43,1837,110 RIETI,LABORATORIO ANALISI SA.FI.M.,00564150571,LABORATORIO SAFIM,U00039/13,DECRETO DI ACCREDITAMENTO,VIA DEL FANTE 1,PETRELLA SALTO,02020,42.250406,13.095496
760,1260,110 RIETI,LABORATORIO DI ANALISI CLINICHE IGEA SNC DI GIORGI E CO.,00066540576,STRUTTURA AMBULATORIALE LABORATORIO DI ANALISI CLINICHE IGEA SNC DI GIORGI E CO.,U00028/13,DECRETO DI ACCREDITAMENTO,"Largo F.Spadoni, 4 c",RIETI,02100,42.4039993,12.8527204
526,1279,110 RIETI,LABORATORIO SABINO SRL,00122610579,STRUTTURA AMBULATORIALE LABORATORIO SABINO SRL,U00031/13,DECRETO DI ACCREDITAMENTO,VIA SERVILIA SNC PASSO CORESE,FARA IN SABINA,02032,42.1552443,12.6569405
221,384,110 RIETI,LABORATORIO SANT'ANNA SAS,00799900576,LABORATORIO SANT'ANNA SAS,U00380/12,DECRETO DI ACCREDITAMENTO,Via della Stazione n. 81/a,ANTRODOCO,02013,42.40914009999999,13.0685326
76,169,110 RIETI,LUTEMADUE S.R.L.,00716620570,STUDIO RADIOLOGICO LUTEMADUE,U00384/12,DECRETO DI ACCREDITAMENTO,VIALE MATTEUCCI 1/B,RIETI,02100,42.398409,12.8574091
508,805,110 RIETI,MONDO RIABILITAZIONE S.R.L.,06327321003,MONDO RIABILITAZIONE - DIALISI,U00410/14,DECRETO DI ACCREDITAMENTO,via Antonio Segoni 4,COLLEVECCHIO,02042,42.3349994,12.5521511
655,1392,110 RIETI,RIA H RIABILITAZIONE SRL,00952240570,RIA H RIABILITAZIONE,U00385/14,DECRETO DI ACCREDITAMENTO,VITTORIO BACHELET 22,RIETI,02100,42.3998377,12.8574185
989,877,110 RIETI,S.I.S.S. A R.L.,00922840574,STRUTTURA AMBULATORIALE S.I.S.S. A R.L.,"U00095/14
U00278/14",DECRETO DI ACCREDITAMENTO,Via Moisè di Gaio n.5,RIETI,02100,42.40528,12.8587692
64,990,110 RIETI,SALUS SRL,00094840576,LABORATORIO SALUS SRL,U00024/13,DECRETO DI ACCREDITAMENTO,VIALE MATTEUCCI 23,RIETI,02100,42.3996424,12.8558497
125,88,110 RIETI,SENILIA SRL,00924360571,VILLA BELVEDERE,DET G01700/14,DETERMINA DI REVOCA,VIA SALARIA KM 64,TORRICELLA IN SABINA,02030,42.26214340000001,12.8699348
956,977,110 RIETI,SORATTE DUE SRL,07747651003,RSA SANTA RUFINA,U00386/13,DECRETO DI ACCREDITAMENTO,"VIA SALARIA KM 91,800",CITTADUCALE,02015,42.3885051,12.9516069
1044,5785,110 RIETI,RESIDENZA MONTE BUONO SRL,06825571000,RSA MONTE BUONO*2,U00182/14,DECRETO DI ACCREDITAMENTO,via Maglianese 6,MONTEBUONO,02040,42.3676514,12.5973098
689,1207,111 LATINA,AGORA' SALUS SRL,02140820594,AGORA' SALUS,U00297/14,DECRETO DI ACCREDITAMENTO,"VIA MANTOVA,5 - Loc. CASTELVERDE",LATINA,04100,41.4945238,12.7990068
298,1658,111 LATINA,ALBERGO TERME SANTAMARIA DI SANTAMARIA MARIA CARMINA,00048590590,TERME SANTAMARIA,U00325/14,DECRETO DI ACCREDITAMENTO,"VIA DELLE TERME, 423",CASTELFORTE,04021,41.2940632,13.860864
601,221,111 LATINA,ARMONIA S.R.L.,05469061005,ARMONIA S.R.L.,U00213/14,DECRETO DI ACCREDITAMENTO,"Via Piave, km 69",LATINA,04100,41.4675671,12.9035965
666,1511,111 LATINA,ARS MEDICA S.R.L. LABORATORIO DI ANALISI CLINICHE,00949060594,ARS MEDICA S.R.L. LABORATORIO DI ANALISI CLINICHE,U00076/12,DECRETO DI ACCREDITAMENTO,"Via Francesco Baracca, 370",SANTI COSMA E DAMIANO,04020,41.2756929,13.801488
773,1436,111 LATINA,"ASSOCIAZIONE ""LA LANTERNA""",05687821008,SRSR LA LANTERNA,U00173/14,DECRETO DI ACCREDITAMENTO,Via Genova 33,LATINA,04010,41.359818,13.43616
34,1695,111 LATINA,CASA DI CURA 'CITTÀ DI APRILIA' SRL,00168290591,CASA DI CURA CITTÀ DI APRILIA,U00357/14,DECRETO DI ACCREDITAMENTO,"Via Palme,25",APRILIA,04011,41.5884756,12.6478604
174,143,111 LATINA,CE.R.TEF.-GALENO SRL,00221500598,POLIAMBULATORIO CE.R.TE.F-GALENO ,"U00289/12
U00152/13
U00407/13",DECRETO DI ACCREDITAMENTO,"PIAZZA PORTA VESCOVO, nr.8/9",FONDI,04022,41.3568152,13.4280727
864,57,111 LATINA,CE.RA.PO. SRL,01357860590,CENTRO RADIOLOGICO PONTINO,U00305/12,DECRETO DI ACCREDITAMENTO,"Via Fabio Filzi, 19",LATINA,04100,41.4666915,12.9083656
127,1131,111 LATINA,CENTRO BIOLOGICO PASTEUR SRL,00275750594,CENTRO BIOLOGICO PASTEUR SRL,U00080/12,DECRETO DI ACCREDITAMENTO,"Via Marconi, 30",APRILIA,04011,41.59392,12.65176
728,519,111 LATINA,CENTRO DIAGNOSTICO A.FLEMING SRL,00553630591,CENTRO DIAGNOSTICO A. FLEMING,U00459/12,DECRETO DI ACCREDITAMENTO,via Edificio Scolastico snc,FONDI,04022,41.359119,13.4265681
673,1642,111 LATINA,CENTRO DIAGNOSTICO E RADIOLOGICO LA MERIDIANA S.R.L.,02305580603,CENTRO DIAGNOSTICO E RADIOLOGICO LA MERIDIANA SRL,"U00237/12
U00391/14",DECRETO DI ACCREDITAMENTO,Via APPIA n. 10,MINTURNO,04028,41.26086,13.689303
165,1649,111 LATINA,CENTRO DIAGNOSTICO 'ENNE UNO' S.R.L.,02288620590,CENTRO DIAGNOSTICO ENNE UNO SRL,U00195/14,DECRETO DI ACCREDITAMENTO,via SAN PAOLO DELLA CROCE n¿ 1/3,ITRI,04020,41.2906757,13.5259709
684,1177,111 LATINA,CENTRO DIAGNOSTICO FLEMING S.R.L.,01603180595,CENTRO DIAGNOSTICO FLEMING SRL,"U00081/12
U00208/14",DECRETO DI ACCREDITAMENTO,"Via Marconi, 64",PONTINIA,04014,41.4091242,13.0401475
613,453,111 LATINA,CENTRO DIAGNOSTICO MEDICO 'ANXUR' S.R.L.,00316210590,CENTRO DIAGNOSTICO MEDICO ANXUR S.R.L.,U00347/12,DECRETO DI ACCREDITAMENTO,"VIA LUNGOLINEA PIO VI, 107",TERRACINA,04019,41.2881998,13.2508348
429,1533,111 LATINA,CENTRO FISIOKINESITERAPICO EUROPA SRL,00301870598,CENTRO FISIOKINESITERAPICO EUROPA SRL,"U00157/12
U00073/14",DECRETO DI ACCREDITAMENTO,"Piazza della Repubblica, 39",TERRACINA,04019,41.2876255,13.255167
753,1136,111 LATINA,CENTRO MEDICO DI PATOLOGIA CLINICA DOTT. REDI UGO SRL,01543610594,CENTRO MEDICO DI PATOLOGIA CLINICA DOTT. REDI UGO SRL,U00274/12,DECRETO DI ACCREDITAMENTO,"Via Oberdan, 43",LATINA,04100,41.4684987,12.904915
949,921,111 LATINA,CENTRO MEDICO POLISPECIALISTICO CITTÀ DI APRILIA S.R.L.,05110271003,CENTRO DIALISI CITTÀ DI APRILIA S.R.L.,"U00153/12
U00274/13",DECRETO DI ACCREDITAMENTO,"Via R. Leoncavallo, 4",APRILIA,04011,41.5899627,12.6622362
